"Marginalia","Siglum","Folio","Sequence","Incipit","Feast","Office","Genre","Position","Cantus ID","Mode","Finalis","Differentia","Full text (standardized)","Full text (MS spelling)","Volpiano","Indexing notes","Image link","Melody ID","CAO Concordances"
"","US-NYcub Plimpton 41","044r","1","Qui mihi ministrat me sequatur ","Constantii","V","A","3 _","004485 _","1","D","A3","Qui mihi ministrat me sequatur et ubi ego sum ibi sit et minister meus","Qui michi ministrat me sequatur et ubi ego sum ibi sit et minister meus","","","","",""
"","US-NYcub Plimpton 41","044v","1","Volo pater ut ubi ego ","Constantii","V","A","4 _","005491 _","1","D","A3","Volo pater ut ubi ego sum ibi sit et minister meus","Volo pater ut ubi ego sum ibi sit et minister meus","","","","",""
"","US-NYcub Plimpton 41","045r","1","Justus germinabit sicut lilium et ","Constantii","V","R","1 _","007060 _","1","D","","Justus germinabit sicut lilium et florebit in aeternum ante dominum","Iustus germinabit sicut lilium et florebit in eternum ante dominum","","","","",""
"","US-NYcub Plimpton 41","045v","1","Plantatus in domo domini in ","Constantii","V","V","01 _","007060a _","1","D","","Plantatus in domo domini in atriis domus dei nostri","Plantatus in domo domini in atriis domus dei nostri","","","","",""
"","US-NYcub Plimpton 41","045v","2","Gloria patri et filio et ","Constantii","V","V","02 _","909000 _","1","D","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","046r","1","Magna est gloria ejus in ","Constantii","V","W","","008130 _","","","","Magna est gloria ejus in salutari tuo*","Magna est gloria ejus in salutari tuo*","","","","",""
"","US-NYcub Plimpton 41","046r","2","O gemma clara martyrum o ","Constantii","V","A","M _","203445 _","8","G","G1","O gemma clara martyrum o sidus caeli splendidum sancte constanti alme petimus sis memor tui memorum","O gemma clara martirum o sidus celi splendidum sancte constanti alme petimus sis memor tui memorum","","","","",""
"","US-NYcub Plimpton 41","046v ","1","Qui odit animam suam in ","Constantii","L","A","1B _","004488 _","3","E","G3","Qui odit animam suam in hoc mundo in vitam aeternam custodit eam","Qui odit animam suam in hoc mundo in vitam eternam custodit eam","","","","",""
"","US-NYcub Plimpton 41","047r","1","Justus ut palma florebit*","Constantii","L","W","","008117 _","","","","Justus ut palma florebit*","Iustus ut palma florebit*","","","","",""
"","US-NYcub Plimpton 41","047r","2","Qui vult venire post me ","Constantii","L","A","2B _","004506 _","1","D","G2a","Qui vult venire post me abneget semetipsum et tollat crucem suam et sequatur me","Qui vult venire post me abneget semetipsum et tollat crucem suam et sequatur me","","","","",""
"","US-NYcub Plimpton 41","047v","1","Juravit dominus*","Constantii","V2","A","p _","003522 _","","","","Juravit dominus*","Iuravit dominus*","","","","",""
"","US-NYcub Plimpton 41","047v","2","O beate Constanti martyr tuorum ","Constantii","V2","A","M _","a00839 _","8","G","G1","O beate Constanti martyr tuorum Perusinorum pastor cuius martyrio Perusina civitas decoratur esto memor nostri in regno caelorum","O beate Constanti martir tuorum Perusinorum pastor cuius martirio Perusina civitas decoratur esto memor nostri in regno celorum","","","","",""
"","US-NYcub Plimpton 41","048r","1","O admirabile commercium creator generis ","Purificatio Mariae","V","A","1 _","003985 _","5","C","C2a","O admirabile commercium creator generis humani animatum corpus sumens de virgine nasci dignatus est et procedens homo sine semine largitus est nobis suam deitatem","O admirabile commercium creator generis humani animatum corpus sumens de virgine nasci dignatus est et procedens homo sine semine largitus est nobis suam deitatem","","","","",""
"","US-NYcub Plimpton 41","049r","1","Quando natus es ineffabiliter ex ","Purificatio Mariae","V","A","2 _","004441 _","3","E","","Quando natus es ineffabiliter ex virgine tunc impletae sunt scripturae sicut pluvia in vellus descendisti ut salvum faceres genus humanum te laudamus deus noster","Quando natus es ineffabiliter ex virgine tunc implete sunt scripture sicut pluvia in vellus descendisti ut salvum faceres genus humanum te laudamus deus noster","","","","",""
"","US-NYcub Plimpton 41","050r","1","Rubum quem viderat Moyses incombustum ","Purificatio Mariae","V","A","3 _","004669 _","4","E","E1a","Rubum quem viderat Moyses incombustum conservatam agnovimus tuam laudabilem virginitatem dei genetrix intercede pro nobis","Rubum quem viderat Moyses incombustum conservatam agnovimus tuam laudabilem virginitatem dei genetrix intercede pro nobis","","","","",""
"","US-NYcub Plimpton 41","050v","1","Ecce Maria genuit nobis salvatorem ","Purificatio Mariae","V","A","4 _","002523 _","2","D","D3a","Ecce Maria genuit nobis salvatorem quem Joannes videns exclamavit dicens ecce agnus dei ecce qui tollit peccata mundi alleluia","Ecce Maria genuit nobis salvatorem quem Ioannes videns exclamavit dicens ecce agnus dei ecce qui tollit peccata mundi alleluia","","","","",""
"","US-NYcub Plimpton 41","051r","1","Responsum acceperat Simeon a spiritu ","Purificatio Mariae","V","R","1 _","007537 _","6","F","","Responsum acceperat Simeon a spiritu sancto non visurum se mortem nisi videret Christum domini et benedixit eum et dixit nunc dimittis servum tuum in pace quia viderunt oculi mei salutare tuum domine","Responsum acceperat Symeon a spiritu sancto non visurum se mortem nisi videret Christum domini et benedixit eum et dixit nunc dimittis servum tuum in pace quia viderunt oculi mei salutare tuum domine","","","","",""
"","US-NYcub Plimpton 41","052v","1","Cum inducerent puerum Jesum parentes ","Purificatio Mariae","V","V","01 _","007537c _","6","F","","Cum inducerent puerum Jesum parentes ejus ut facerent secundum consuetudinem legis pro eo et ipse accepit eum in ulnas suas","Cum inducerent puerum Ihesum parentes eius ut facerent secundum consuetudinem legis pro eo et ipse accepit eum in ulnas suas","","","","",""
"","US-NYcub Plimpton 41","053r","1","Gloria patri et filio et ","Purificatio Mariae","V","V","02 _","909000 _","6","F","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","053v","1","Elegit eam deus et praeelegit ","Purificatio Mariae","V","W","","008046.1 _","","","","Elegit eam deus et praeelegit eam et habitare eam facit R. In tabernaculo suo","Elegit eam deus et preelegit eam et habitare eam facit R. In tabernaculo suo","","","","",""
"","US-NYcub Plimpton 41","053v","2","Cum inducerent puerum Jesum parentes ","Purificatio Mariae","V","A","M _","002011 _","1","D","F1","Cum inducerent puerum Jesum parentes ejus accepit eum Simeon in ulnas suas et benedixit deum dicens nunc dimittis servum tuum in pace","Cum inducerent puerum Ihesum parentes eius accepit eum Symeon in ulnas suas et benedixit deum dicens nunc dimittis servum tuum in pace","","the word ""domine"" after ""nunc dimittis"" has been erased with its music","","",""
"","US-NYcub Plimpton 41","054r","1","Homo erat in Jerusalem cui ","Purificatio Mariae","M","A","3. _","003127 _","4","E","E1b","Homo erat in Jerusalem cui nomen Simeon homo iste justus et timoratus exspectabat redemptionem Israel et spiritus dei erat in eo","Homo erat in Iherusalem cui nomen Symeon homo iste iustus et timoratus expectabat redemptionem Israhel et spiritus dei erat in eo","","","","",""
"","US-NYcub Plimpton 41","055r","1","Gaude Maria*","Purificatio Mariae","M","W","","008078 _","","","","Gaude Maria*","Gaude Maria*","","","","",""
"","US-NYcub Plimpton 41","055r","2","Senex puerum portabat puer autem ","Purificatio Mariae","L","A","B _","004864 _","1","D","G2a","Senex puerum portabat puer autem senem regebat quem virgo peperit et post partum virgo permansit ipsum quem genuit adoravit","Senex puerum portabat puer autem senem regebat quem virgo peperit et post partum virgo permansit ipsum quem genuit adoravit","","","","",""
"","US-NYcub Plimpton 41","055v","1","Simeon justus et timoratus exspectabat ","Purificatio Mariae","V2","A","1 _","004951 _","3","E","A2","Simeon justus et timoratus exspectabat redemptionem Israel et spiritus sanctus erat in eo","Symeon iustus et timoratus expectabat redemptionem Israhel et spiritus sanctus erat in eo","","","","",""
"","US-NYcub Plimpton 41","056r","1","Responsum accepit Simeon a spiritu ","Purificatio Mariae","V2","A","2 _","004639 _","7","G","A1","Responsum accepit Simeon a spiritu sancto non visurum se mortem nisi videret dominum","Responsum accepit Symeon a spiritu sancto non visurum se mortem nisi videret dominum","","","","",""
"","US-NYcub Plimpton 41","056v","1","Accipiens Simeon puerum in manibus ","Purificatio Mariae","V2","A","3 _","001233 _","3","E","A2","Accipiens Simeon puerum in manibus gratias agens benedixit dominum","Accipiens Symeon puerum in manibus gratias agens benedixit dominum","","","","",""
"","US-NYcub Plimpton 41","057r","1","Obtulerunt pro eo domino par ","Purificatio Mariae","V2","A","4 _","004104 _","8","G","G1","Obtulerunt pro eo domino par turturum aut duos pullos columbarum","Obtulerunt pro eo domino par turturum aut duos pullos columbarum","","","","",""
"","US-NYcub Plimpton 41","057v","1","Simeon justus*","Purificatio Mariae","V2","A","5 _","004951 _","","","","Simeon justus*","Symeon iustus*","","","","",""
"","US-NYcub Plimpton 41","057v","2","Ave Maria*","Purificatio Mariae","V2","R","1 _","006155 _","","","","Ave Maria*","Ave Maria*","","","","",""
"","US-NYcub Plimpton 41","057v","3","Elegit eam*","Purificatio Mariae","V2","V","01 _","008046 _","","","","Elegit eam*","Elegit eam*","","","","",""
"","US-NYcub Plimpton 41","057v","4","Hodie beata virgo Maria puerum ","Purificatio Mariae","V2","A","M _","003089 _","8","G","G1"," Hodie beata virgo Maria puerum Jesum praesentavit in templum et Simeon repletus spiritu sancto accepit eum in ulnas suas et benedixit deum in aeterna"," Hodie beata virgo Maria puerum Ihesum presentavit in templo et Symeon repletus spiritu sancto accepit eum in ulnas suas et benedixit deum in eterna","","","","",""
"","US-NYcub Plimpton 41","058r","1","Vidisti domine et exspectasti agonem ","Agathae","V","R","1 _","007883 _","5","F","","Vidisti domine et exspectasti agonem meum quomodo pugnavi in stadio sed quia nolui obedire mandatis principum jussa sum in mamilla torqueri","Vidisti domine et expectasti agonem meum quomodo pugnavi in stadio set quia nolui obedire mandatis principum iussa sum in mamilla torqueri","","","","",""
"","US-NYcub Plimpton 41","059r","1","Propter veritatem et mansuetudinem et ","Agathae","V","V","01 _","007883a _","5","A","","Propter veritatem et mansuetudinem et justitiam","Propter veritatem et mansuetudinem et iustitiam","","","","",""
"","US-NYcub Plimpton 41","059v","1","Gloria patri et filio et ","Agathae","V","V","02 _","909000 _","5","A","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","059v","2","Elegit eam deus et praeelegit ","Agathae","V","W","","008046.1 _","","","","Elegit eam deus et praeelegit eam et habitare eam facit R. In tabernaculo suo habitare facit eam","Elegit eam deus et preelegit eam et habitare eam facit R. In tabernaculo suo habitare facit eam","","","","",""
"","US-NYcub Plimpton 41","059v","3","Agatha laetissima et glorianter ibat ","Agathae","V","A","M _","001306 _","7","G","C1","Agatha laetissima et glorianter ibat ad carcerem et quasi ad epulas invitata agonem suum domino precibus commendabat","Agatha letissima et glorianter ibat ad carcerem et quasi ad epulas invitata agonem suum domino precibus commendabat","","","","",""
"","US-NYcub Plimpton 41","060v","1","Mentem sanctam spontaneam honorem deo ","Agathae","M","A","3. _","003746 _","4","E","E1a","Mentem sanctam spontaneam honorem deo et patriae liberationem","Mentem sanctam spontaneam honorem deo et patriae liberationem","","","","",""
"","US-NYcub Plimpton 41","061r","1","Paganorum multitudo fugiens ad sepulcrum ","Agathae","L","A","B _","004208 _","5","F","A4","Paganorum multitudo fugiens ad sepulcrum virginis tulerunt velum ejus contra ignem ut comprobaret dominus quod a periculis incendii meritis Agathae martyris suae eos liberaret","Paganorum multitudo fugiens ad sepulcrum virginis tulerunt velum eius contra ignem ut comprobaret dominus quod a periculis incendii meritis Agathe martiris sue eos liberaret","","","","",""
"","US-NYcub Plimpton 41","062r","1","Quis es tu qui venisti ","Agathae","L","A","1 _","004547 _","7","G","C1","Quis es tu qui venisti ad me curare vulnera mea ego sum apostolus Christi nihil in me dubites filia","Quis es tu qui venisti ad me curare vulnera mea ego sum apostolus Christi nichil in me dubites filia","","","","",""
"","US-NYcub Plimpton 41","062v","1","Medicinam carnalem corpori meo numquam ","Agathae","L","A","2 _","003733 _","1","D","F1b","Medicinam carnalem corpori meo numquam exhibui sed habeo dominum Jesum Christum qui solo sermone restaurat universa","Medicinam carnalem corpori meo numquam exibui set habeo dominum Ihesum Christum qui solo sermone restaurat universa","","","","",""
"","US-NYcub Plimpton 41","063r","1","Gratias tibi ago domine Jesu ","Agathae","L","A","3 _","002975 _","7","G","C1","Gratias tibi ago domine Jesu Christe quia memor es mei et misisti ad me apostolum tuum curare vulnera mea","Gratias tibi ago domine Jesu Christe quia memor es mei et misisti ad me apostolum tuum curare vulnera mea","","","","",""
"","US-NYcub Plimpton 41","063v","1","Qui me dignatus est ab ","Agathae","L","A","4 _","004480 _","7","G","A1","Qui me dignatus est ab omni plaga curare et mamillam meam meo pectori restituere ipsum invoco deum vivum","Qui me dignatus est ab omni plaga curare et mamillam meam meo pectori restituere ipsum invoco deum vivum","","","","",""
"","US-NYcub Plimpton 41","064r","1","Stans beata Agatha in medio ","Agathae","V2","A","M _","005016 _","1","D","G2a","Stans beata Agatha in medio carceris expansis manibus tota mente orabat ad dominum domine Jesu Christe magister bone gratias tibi ago qui me fecisti vincere tormenta carnificum jube me domine ad tuam immarcescibilem gloriam feliciter pervenire","Stans beata Agatha in medio carceris expansis manibus tota mente orabat ad dominum domine Ihesu Christe magister bone gratias tibi ago qui me fecisti vincere tormenta carnificum iube me domine ad tuam immarcescibilem gloriam feliciter pervenire","","","","",""
"","US-NYcub Plimpton 41","065v","1","Dilecte mi noli me deserere ","Scholasticae","L","A","1 _","002225 _","3","E","A2a","Dilecte mi noli me deserere ut usque mane loquamur de caelestibus","Dilecte mi noli me deserere ut usque mane loquamur de celestibus","","","","",""
"","US-NYcub Plimpton 41","066r","1","Quid est quod loqueris soror ","Scholasticae","L","A","2 _","004520 _","7","G","C3","Quid est quod loqueris soror manere extra cellam non valeo sed valedicens revertar ad caenobium","Quid est quod loqueris soror manere extra cellam non valeo set valedicens revertar ad cenobium","","","","",""
"","US-NYcub Plimpton 41","066v","1","Tunc inclinato capite in manibus ","Scholasticae","L","A","3 _","005242 _","7","G","A1","Tunc inclinato capite in manibus imbrem orando a domino obtinuit","Tunc inclinato capite in manibus imbrem orando a domino optinuit","","","","",""
"","US-NYcub Plimpton 41","067r","1","Rogavi te nec potui obtinere ","Scholasticae","L","A","4 _","004664 _","7","G","G1","Rogavi te nec potui obtinere quod volui rogavi deum meum et exaudivit me","Rogavi te nec potui optinere quod volui rogavi deum meum et exaudivit me","","","","",""
"","US-NYcub Plimpton 41","067v","1","Cumque sanctus Benedictus in cella ","Scholasticae","V","R","1 _","006382 _","7","G","","Cumque sanctus Benedictus in cella consisteret elevatis sursum oculis vidit sororis suae animam de corpore ejus egressa in columbae specie caeli secreta penetrare","Cumque sanctus Benedictus in cella consisteret elevatis sursum oculis vidit sororis sue animam de corpore eius egressa in columbe spetie celi secreta penetrare","","","","",""
"","US-NYcub Plimpton 41","068v","1","Qui tantae ejus gloriae congaudens ","Scholasticae","V","V","01 _","006382a _","7","B","","Qui tantae ejus gloriae congaudens omnipotenti deo gratias retulit ejusque obitum fratribus denuntiavit","Qui tante eius glorie congaudens omnipotenti deo gratias retulit eiusque obitum fratribus denuntiavit","","","","",""
"","US-NYcub Plimpton 41","069r","1","Gloria patri et filio et ","Scholasticae","V","V","02 _","909000 _","7","B","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","069v","1","Elegit eam deus et praeelegit ","Scholasticae","V","W","","008046 _","","","","Elegit eam deus et praeelegit eam","Elegit eam deus et praeelegit eam","","","","",""
"","US-NYcub Plimpton 41","069v","2","Sanctimonialis autem femina cum negantis ","Scholasticae","V","A","M _","004749 _","6","F","F1a","Sanctimonialis autem femina cum negantis verba audisset orationem fudit et inundatio pluviae erupit","Sanctimonialis autem femina dum negantis verba audisset orationem fudit et inundatio pluvie erupit","","","","",""
"","US-NYcub Plimpton 41","070r","1","Inventa margarita dedit omnia sua ","Scholasticae","M","A","3. _","003396 _","7","G","G1","Inventa margarita dedit omnia sua et comparavit eam","Inventa margarita dedit omnia sua et comparavit eam","","the text ""una"" has been erased between ""inventa"" and ""margarita,"" and the text ""preciosa"" and music has been erased between ""margarita"" and ""dedit","","",""
"","US-NYcub Plimpton 41","070v","1","Elegit eam*","Scholasticae","M","W","","008046 _","","","","Elegit eam*","Elegit eam*","","","","",""
"","US-NYcub Plimpton 41","070v","2","Dilecte mi*","Scholasticae","L","A","1 _","002225 _","","","","Dilecte mi*","Dilecte mi*","","","","",""
"","US-NYcub Plimpton 41","070v","3","Sanctimonialis*","Scholasticae","L","A","B _","004749 _","","","","Sanctimonialis*","Sanctimonialis*","","","","",""
"","US-NYcub Plimpton 41","070v","4","Ecce sacerdos magnus qui in ","Cathedra Petri","V","A","1 _","002544 _","7","G","C1","Ecce sacerdos magnus qui in diebus suis placuit deo et inventus est justus","Ecce sacerdos magnus qui in diebus suis placuit deo et inventus est iustus","","","","",""
"","US-NYcub Plimpton 41","071r","1","Non est inventus similis illi ","Cathedra Petri","V","A","2 _","003914 _","7","G","C1","Non est inventus similis illi qui conservaret legem excelsi","Non est inventus similis illi qui conservaret legem excelsi","","","","",""
"","US-NYcub Plimpton 41","071v","1","Ideo jurejurando fecit illum dominus ","Cathedra Petri","V","A","3 _","003162 _","8","G","G1","Ideo jurejurando fecit illum dominus crescere in plebem suam","Ideo iureiurando fecit illum dominus crescere in plebem suam","","","","",""
"","US-NYcub Plimpton 41","071v","2","Serve bone et fidelis intra ","Cathedra Petri","V","A","4 _","004871 _","7","G","C1","Serve bone et fidelis intra in gaudium domini tui","Serve bone et fidelis intra in gaudium domini tui","","","","",""
"","US-NYcub Plimpton 41","072r","1","Si diligis me Simon Petre ","Cathedra Petri","V","R","1 _","007649 _","6","F","","Si diligis me Simon Petre pasce oves meas domine tu nosti quia amo te et animam meam pono pro te","Si diligis me Symon Petre pasce oves meas domine tu nosti quia amo te et animam meam pono pro te","","","","",""
"","US-NYcub Plimpton 41","072v","1","Si oportuerit me mori tecum ","Cathedra Petri","V","V","01 _","007649a _","6","F","","Si oportuerit me mori tecum non te negabo","Si oportuerit me mori tecum non te negabo","","","","",""
"","US-NYcub Plimpton 41","073r","1","Gloria patri et filio et ","Cathedra Petri","V","V","02 _","909000 _","6","F","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","073r","2","Quodcumque vinculis*","Cathedra Petri","V","H","1 _","830287 _","","","","Quodcumque vinculis*","Quodcumque vinculis*","","","","",""
"","US-NYcub Plimpton 41","073r","3","Tu es Petrus R. Et ","Cathedra Petri","V","W","","008227.1 _","","","","Tu es Petrus R. Et super hanc petram aedificabo ecclesiam meam","Tu es Petrus R. Et super hanc petram hedificabo ecclesiam meam","","","","",""
"","US-NYcub Plimpton 41","073v","1","Tu es pastor ovium princeps ","Cathedra Petri","V","A","M _","005207 _","1","D","F1","Tu es pastor ovium princeps apostolorum tibi traditae sunt claves regni caelorum","Tu es pastor ovium princeps apostolorum tibi tradite sunt claves regni celorum","","","","",""
"","US-NYcub Plimpton 41","073v","2","Sint lumbi vestri praecincti et ","Cathedra Petri","M","A","3. _","004967 _","3","E","A2","Sint lumbi vestri praecincti et lucernae ardentes in manibus vestris","Sint lumbi vestri precinti et lucerne ardentes in manibus vestris","","","","",""
"","US-NYcub Plimpton 41","074r","1","Quodcumque ligaveris super terram erit ","Cathedra Petri","L","A","B _","004561 _","8","G","G1","Quodcumque ligaveris super terram erit ligatum et in caelis et quodcumque solveris super terram erit solutum et in caelis dicit dominus Simoni Petro","Quodcumque ligaveris super terram erit ligatum et in celis et quodcumque solveris super terram erit solutum et in celis dicit dominus Symoni Petro","","","","",""
"","US-NYcub Plimpton 41","075r","1","Tu es vas electionis sancte ","Pauli","L","W","R _","800443 _","","","","Tu es vas electionis sancte Paule apostole R. Praedicator veritatis in universo mundo","Tu es vas electionis sancte Paule apostole R. Predicator veritatis in universo mundo","","","","",""
"","US-NYcub Plimpton 41","075r","2","Sancte Paule apostole praedicator veritatis ","Pauli","L","A","R _","004720 _","8","G","G1","Sancte Paule apostole praedicator veritatis et doctor gentium intercede pro nobis ad deum qui te elegit","Sancte Paule apostole predicator veritatis et doctor gentium intercede pro nobis ad deum qui te elegit","","","","",""
"","US-NYcub Plimpton 41","075v","1","Juravit dominus et non paenitebit ","Cathedra Petri","V2","A","1 _","003522 _","7","G","A1","Juravit dominus et non paenitebit eum tu es sacerdos in aeternum","Iuravit dominus et non penitebit eum tu es sacerdos in eternum","","","","",""
"","US-NYcub Plimpton 41","076r","1","Potens in terra erit semen ","Cathedra Petri","V2","A","2 _","004348 _","8","G","G1","Potens in terra erit semen ejus generatio rectorum benedicetur","Potens in terra erit semen eius generatio rectorum benedicetur","","","","",""
"","US-NYcub Plimpton 41","076r","2","Collocet eum dominus cum principibus ","Cathedra Petri","V2","A","3 _","001854 _","8","G","C3a","Collocet eum dominus cum principibus populi sui","Collocet eum dominus cum principibus populi sui","","","","",""
"","US-NYcub Plimpton 41","076v","1","Dirupisti domine vincula mea tibi ","Cathedra Petri","V2","A","4 _","002250 _","7","G","A1","Dirupisti domine vincula mea tibi sacrificabo hostiam laudis","Dirupisti domine vincula mea tibi sacrificabo hostiam laudis","","","","",""
"","US-NYcub Plimpton 41","077r","1","Amavit eum dominus*","Cathedra Petri","V2","R","1 _","006080 _","","","","Amavit eum dominus*","Amavit eum dominus*","","","","",""
"","US-NYcub Plimpton 41","077r","2","Quodcumque vinculis*","Cathedra Petri","V2","H","1 _","830287 _","","","","Quodcumque vinculis*","Quodcumque vinculis*","","","","",""
"","US-NYcub Plimpton 41","077r","3","Tu es Petrus R. Et ","Cathedra Petri","V2","W","","008227.1 _","","","","Tu es Petrus R. Et super hanc petram aedificabo ecclesiam meam","Tu es Petrus R. Et super hanc petram hedificabo ecclesiam meam","","","","",""
"","US-NYcub Plimpton 41","077r","4","Dum esset summus pontifex terrena ","Cathedra Petri","V2","A","M _","002451 _","1","D","F1","Dum esset summus pontifex terrena non metuit sed ad caelestia regna gloriosus migravit","Dum esset summus pontifex terrena non metuit set ad celestia regna gloriosus migravit","","","","",""
"","US-NYcub Plimpton 41","077v","1","Regnat cum domino martyr eximius ","Herculani Perusini","V","A","1 _","a01075 _","1","D","F1","Regnat cum domino martyr eximius virtutum balte opraecintus fortius tradens martyrio corpus passibile jam victor exprobrat litores totile","Regnat cum domino martir eximius virtutum balte oprecintus fortius tradens martirio corpus passibile iam victor exprobrat litores totile","","","","",""
"","US-NYcub Plimpton 41","078r","1","Optata celitus fretus victoria datori ","Herculani Perusini","V","A","2 _","a01076 _","2","D","D3b","Optata celitus fretus victoria datori iubilat jugi laetitia secure subiens portas refugii cacumine possidet vitalis gaudii","Optata celitus fretus victoria datori iubilat iugi letitia secure subiens portas refugii cacumine possidet vitalis gaudii","","","","",""
"","US-NYcub Plimpton 41","079r","1","Vigilanter currens ad lauream ensi ","Herculani Perusini","V","A","3 _","a01077 _","3","E","G3a","Vigilanter currens ad lauream ensi molem supponit carneam felix martyrium praecedit lacrima per quam pinguedine repletur anima","Vigilanter currens ad lauream ensi molem supponit carneam felix martirium precedit lacrima per quam pinguedine repletur anima","","","","",""
"","US-NYcub Plimpton 41","079v","1","Trinus unus incommutabilis est per ","Herculani Perusini","V","A","4 _","a01078 _","4","E","F3","Trinus unus incommutabilis est per secla deus laudabilis qui probatum per patientiam Herculanum traxit ad gloriam","Trinus unus incommutabilis est per secla deus laudabilis qui probatum per patientiam Herculanum traxit ad gloriam","","","","",""
"","US-NYcub Plimpton 41","080r","1","Venerandas tollunt reliquias quidam sancto ","Herculani Perusini","V","R","1 _","a01079 _","3","E","","Venerandas tollunt reliquias quidam sancto faventes praesuli locis suis aptant minutias festinantes ad locum tumuli cum quo membra defuncti parvuli collocantes agunt exsequias","Venerandas tollunt reliquias quidam sancto faventes presuli locis suis aptant minutias festinantes ad locum tumuli cum quo membra defuncti parvuli collocantes agunt exequias","","","","",""
"","US-NYcub Plimpton 41","081r","1","Qui vitium nescit tutus post ","Herculani Perusini","V","V","01 _","a01079a _","3","E","","Qui vitium nescit tutus post fata quiescit","Qui vitium nescit tutus post fata quiescit","","","","",""
"","US-NYcub Plimpton 41","081v","1","Gloria patri et filio et ","Herculani Perusini","V","V","02 _","909000 _","3","E","","Gloria patri et filio et spiritui sancto","Gloria patri et filio et spiritui sancto","","","","",""
"","US-NYcub Plimpton 41","081v","2","Deus tuorum*","Herculani Perusini","V","H","1 _","008294 _","","","","Deus tuorum*","Deus tuorum*","","","","",""
"","US-NYcub Plimpton 41","081v","3","Magna est gloria ejus in ","Herculani Perusini","V","W","","008130 _","","","","Magna est gloria ejus in salutari tuo R. Gloriam et magnum decorem impones super eum","Magna est gloria ejus in salutari tuo R. Gloriam et magnum decorem impones super eum","","","","",""
"","US-NYcub Plimpton 41","081v","4","Perusina laetare civitas diem festum ","Herculani Perusini","V","A","M _","a01080 _","1","D","G2a","Perusina laetare civitas diem festum colens gaudio quem sacravit Syra societas Herculani sacro martyrio omnis culpae cesset occasio regnet in te fides spes caritas norma vitae morum frugalitas divinorum pia devotio","Perusina letare civitas diem festum colens gaudio quem sacravit Syra sotietas Herculani sacro martirio omnis culpe cesset occasio regnet in te fides spes caritas norma vite morum frugalitas divinorum pia devotio","","","","",""
"","US-NYcub Plimpton 41","083r","1","Cum teneret orbis imperium Julianus ","Herculani Perusini","M","A","3. _","a01081 _","1","D","G2a","Cum teneret orbis imperium Julianus hostis fidelium Herculanus relinquens Syriam dei ductu venit in Tusciam","Cum teneret orbis imperium iulianus hostis fidelium Herculanus relinquens Syriam dei ductu venit in Tusciam","","","","",""
"","US-NYcub Plimpton 41","083v","1","Justus ut palma florebit in ","Herculani Perusini","M","W","","008117 _","","","","Justus ut palma florebit in domo domini R. Sicut cedrum Lybani multiplicabitur","Iustus ut palma florebit in domo domini R. Sicut cedrus Lybani multiplicabitur","","","","",""
"","US-NYcub Plimpton 41","083v","2","Praedicanda Christi benignitas justum duxit ","Herculani Perusini","L","A","B _","a01082 _","1","D","G2a","Praedicanda Christi benignitas justum duxit ad regna caelica vices illi rependens meritas et augmentans manu munifica ubi phalanx gaudet angelica ubi pollet sanctorum claritas ubi regnat perfecta claritas trinus deus majestas unica","Predicanda Christi benignitas iustum duxit ad regna celica vices illi rependens meritas et augmentans manu munifica ubi phalanx gaudet angelica ubi pollet sanctorum claritas ubi regnat perfecta claritas trinus deus maiestas unica","","","","",""
"","US-NYcub Plimpton 41","084r","1","Regnat cum domino*","Herculani Perusini","V2","A","1 _","a01075 _","","","","Regnat cum domino*","Regnat cum domino*","","","","",""
"","US-NYcub Plimpton 41","084r","2","Gloria et honore*","Herculani Perusini","V2","R","1 _","006776 _","","","","Gloria et honore*","Gloria et honore*","","","","",""
"","US-NYcub Plimpton 41","084r","3","Deus tuorum*","Herculani Perusini","V2","H","1 _","008294 _","","","","Deus tuorum*","Deus tuorum*","","","","",""
"","US-NYcub Plimpton 41","084r","4","Magna est*","Herculani Perusini","V2","W","","008130 _","","","","Magna est*","Magna est*","","","","",""
"","US-NYcub Plimpton 41","084r","5","O tuorum custos fidelium Herculane ","Herculani Perusini","V2","A","M _","a01083 _","2","D","D3b","O tuorum custos fidelium Herculane pastor et domine da virtutem succide vitium serva tuos ab omni crimine subtracto carnis spiramine transeamus ad vitae gaudium contemplantes patrem et filium conregnantem cum sacro flamine","O tuorum custos fidelium Herculane pastor et domine da virtutem succide vitium serva tuos ab omni crimine subtracto carnis spiramine transeamus ad vite gaudium contemplantes patrem et filium conregnantem cum sacro flamine","","","","",""
"","US-NYcub Plimpton 41","086r","1","Beatus Gregorius natione romanus nobilitatem ","Gregorii","V","A","1 _","001631 _","8","G","G1","Beatus Gregorius natione romanus nobilitatem suam moribus et probis actibus decorabat","Beatus Gregorius natione romanus nobilitatem suam moribus et probis actibus decorabat","","","","",""
